customerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,AvgMonthlyCharges,MonthlyChargesToTotalChargesRatio
5671-RQRLP,Female,Yes,Yes,No,70,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),75.6500015258789,5411.39990234375,No,77.305712890625,0.01397974699543345
1450-GALXR,Female,No,No,No,10,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.5,1058.25,Yes,105.825,0.09307819513347508
8859-AXJZP,Male,No,Yes,Yes,39,Yes,Yes,No,,,,,,,Two year,Yes,Mailed check,23.799999237060547,903.7999877929688,No,23.174358661358173,0.026333259082221137
3174-AKMAS,Female,No,Yes,No,46,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),64.19999694824219,3009.5,No,65.42391304347827,0.021332446236332344
3138-BKYAV,Male,No,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.3499984741211,489.45001220703125,Yes,81.5750020345052,0.1743793979884898
9926-PJHDQ,Female,No,Yes,Yes,72,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),76.80000305175781,5468.4501953125,No,75.95069715711806,0.014044199052519486
7382-DFJTU,Male,No,No,No,18,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),55.20000076293945,1058.0999755859375,No,58.78333197699653,0.05216898406256147
2798-NYLMZ,Male,No,Yes,No,71,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.55000305175781,7616.0,No,107.26760563380282,0.01425288905616568
4289-DTDKW,Male,No,Yes,No,40,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.30000305175781,4113.10009765625,Yes,102.82750244140625,0.024628625768062674
1820-TQVEV,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.55000305175781,69.55000305175781,Yes,69.55000305175781,1.0
2239-JALAW,Male,No,No,No,58,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),103.25,6017.64990234375,Yes,103.75258452316811,0.01715786090509956
4853-RULSV,Male,No,No,No,70,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.0,7250.14990234375,Yes,103.57357003348214,0.014344530996025338
8098-TDCBU,Female,No,Yes,No,42,Yes,Yes,No,,,,,,,Two year,No,Electronic check,25.25,1108.199951171875,No,26.38571312313988,0.02278469690717743
3551-GAEGL,Male,No,Yes,Yes,34,No,,DSL,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),30.399999618530273,938.6500244140625,No,27.607353659237134,0.03238693743976302
4785-NKHCX,Male,Yes,No,No,5,Yes,No,No,,,,,,,Month-to-month,No,Bank transfer (automatic),20.049999237060547,94.1500015258789,No,18.83000030517578,0.21295803411696626
3196-NVXLZ,Female,No,No,No,25,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,84.5999984741211,2088.050048828125,No,83.522001953125,0.040516269483866586
6275-YDUVO,Female,No,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,86.19999694824219,178.6999969482422,Yes,89.3499984741211,0.48237268282219803
0036-IHMOT,Female,No,Yes,Yes,55,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),103.69999694824219,5656.75,No,102.85,0.018332080602508894
0115-TFERT,Male,No,Yes,No,21,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.19999694824219,2317.10009765625,Yes,110.33809988839286,0.04799101992215232
4178-EGMON,Male,No,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),88.0,5986.4501953125,No,85.52071707589286,0.014699863379621134
4220-TINQT,Female,No,Yes,No,61,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.3499984741211,6751.35009765625,No,110.67787045338115,0.015752404620675915
5318-YKDPV,Male,No,Yes,Yes,43,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),79.1500015258789,3566.60009765625,No,82.9441883175872,0.022192003409042527
7975-TZMLR,Male,No,No,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.0999984741211,4889.2998046875,No,104.02765541888297,0.0210868636804142
0295-QVKPB,Male,No,No,No,5,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),63.95000076293945,318.1000061035156,No,63.620001220703124,0.20103740816065543
4335-BSMJS,Female,No,No,No,62,Yes,Yes,No,,,,,,,Two year,Yes,Credit card (automatic),25.799999237060547,1563.949951171875,No,25.224999212449596,0.016496691097901493
2311-QYMUQ,Female,No,Yes,Yes,16,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.44999694824219,1430.25,Yes,89.390625,0.06254151158765404
3643-AHCFP,Male,Yes,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.5999984741211,644.3499755859375,Yes,92.04999651227679,0.1483665742164226
9146-JRIOX,Female,No,Yes,Yes,14,Yes,Yes,No,,,,,,,Month-to-month,No,Mailed check,25.549999237060547,372.45001220703125,No,26.603572300502233,0.0685998077585194
3104-OWCGK,Male,No,Yes,Yes,60,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,90.94999694824219,5453.39990234375,Yes,90.88999837239584,0.01667766871619921
5337-IIWKZ,Male,No,Yes,Yes,34,No,,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,44.849998474121094,1442.5999755859375,No,42.42941104664522,0.03108969862272767
9101-BWFSS,Female,No,Yes,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,108.55000305175781,5610.7001953125,Yes,112.21400390625,0.019346961925081417
9650-VBUOG,Male,No,Yes,Yes,38,Yes,Yes,No,,,,,,,Two year,No,Credit card (automatic),25.049999237060547,963.9500122070312,No,25.36710558439556,0.025986823922235152
3487-EARAT,Female,No,Yes,Yes,70,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),74.0999984741211,5222.2998046875,No,74.60428292410714,0.014189150612841003
2672-TGEFF,Female,No,Yes,Yes,37,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.80000305175781,3340.550048828125,No,90.2851364548142,0.026582449522918872
9231-ZJYAM,Female,Yes,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,78.8499984741211,292.79998779296875,Yes,73.19999694824219,0.26929645410324904
4250-WAROZ,Male,Yes,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,93.25,5774.5498046875,No,96.24249674479167,0.01614844501372283
8184-WMOFI,Male,No,Yes,Yes,62,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),71.4000015258789,4487.2998046875,No,72.3758033014113,0.01591157369322491
6982-SSHFK,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.400001525878906,44.400001525878906,Yes,44.400001525878906,1.0
6092-QZVPP,Male,No,No,No,36,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),79.19999694824219,2854.949951171875,No,79.30416531032986,0.027741290846703938
4625-LAMOB,Male,No,No,No,44,Yes,No,No,,,,,,,Two year,No,Credit card (automatic),20.399999618530273,905.5499877929688,No,20.58068154074929,0.022527745451413138
0727-BMPLR,Female,Yes,No,No,55,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,100.0,5509.2998046875,Yes,100.16908735795455,0.018151126920868708
0392-BZIUW,Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),105.0,7589.7998046875,No,105.41388617621527,0.013834356992545633
1038-ZAGBI,Female,No,Yes,Yes,12,Yes,No,No,,,,,,,One year,No,Bank transfer (automatic),19.799999237060547,229.60000610351562,Yes,19.133333841959637,0.08623692818254403
6549-NNDYT,Female,No,No,No,13,No,,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),30.850000381469727,394.1000061035156,No,30.31538508488582,0.07827962421641416
3027-ZTDHO,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.9000015258789,89.9000015258789,Yes,89.9000015258789,1.0
0422-OHQHQ,Female,No,Yes,Yes,15,Yes,No,No,,,,,,,One year,No,Mailed check,20.549999237060547,295.95001220703125,No,19.730000813802082,0.06943739952504153
6916-HIJSE,Female,No,No,No,65,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.8499984741211,5459.2001953125,No,83.9876953125,0.015542569504407787
2316-ESMLS,Female,No,Yes,Yes,12,No,,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),33.150001525878906,444.75,No,37.0625,0.07453625975464621
9778-OGKQZ,Male,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),92.0,6782.14990234375,No,94.19652642144098,0.013565020137376644
7408-OFWXJ,Female,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.80000305175781,6510.4501953125,No,90.42291937934027,0.013793209433721417
6007-TCTST,Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.80000305175781,8476.5,No,117.72916666666667,0.013661299245178766
2252-NKNSI,Male,No,No,Yes,52,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,85.1500015258789,4461.85009765625,No,85.8048095703125,0.019084012161369353
8713-IGZSO,Male,No,No,No,2,Yes,Yes,No,,,,,,,Month-to-month,No,Mailed check,24.850000381469727,62.0,No,31.0,0.4008064577656408
7905-TVXTA,Female,No,No,No,5,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,64.3499984741211,352.6499938964844,No,70.52999877929688,0.1824755411537315
7695-PKLCZ,Female,No,No,No,68,Yes,No,No,,,,,,,Two year,No,Credit card (automatic),20.5,1424.9000244140625,No,20.954412123736212,0.014386974278023377
2382-BCKQJ,Female,No,No,Yes,62,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,100.1500015258789,6413.64990234375,Yes,103.44596616683468,0.015615133824077447
8374-UULRV,Male,No,No,No,72,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),86.05000305175781,6309.64990234375,No,87.63402642144098,0.013637841145480056
2207-NHRJK,Male,No,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,50.79999923706055,50.79999923706055,Yes,50.79999923706055,1.0
3224-DFQNQ,Female,No,Yes,No,66,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,89.0,5898.60009765625,No,89.37272875236742,0.015088325793668105
5275-PMFUT,Male,No,Yes,Yes,72,No,,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),64.80000305175781,4719.75,No,65.55208333333333,0.013729541406167237
4795-UXVCJ,Male,No,No,No,26,Yes,No,No,,,,,,,One year,No,Credit card (automatic),19.799999237060547,457.29998779296875,No,17.588461068960335,0.04329761593176448
9777-IQHWP,Male,No,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),93.4000015258789,5822.2998046875,No,90.97343444824219,0.016041771234570075
0947-MUGVO,Male,Yes,Yes,No,20,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,73.6500015258789,1463.5,Yes,73.175,0.05032456544303308
9944-HKVVB,Female,No,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.0999984741211,307.3999938964844,Yes,102.46666463216145,0.3093689016342193
4124-MMETB,Male,No,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.6500015258789,2104.550048828125,Yes,95.66136585582386,0.04497398461898437
3671-SHRSP,Male,No,Yes,No,4,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,80.5999984741211,319.1499938964844,Yes,79.7874984741211,0.2525458248959376
0979-MOZQI,Male,No,Yes,No,62,No,,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),39.0,2337.449951171875,No,37.7008056640625,0.016684849222310595
2732-ISEZX,Female,No,No,No,5,Yes,No,No,,,,,,,Month-to-month,Yes,Mailed check,20.5,104.30000305175781,No,20.860000610351562,0.19654841227403497
3313-QKNKB,Male,No,Yes,No,59,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,85.55000305175781,5084.64990234375,Yes,86.1805068193856,0.016825151130331287
0323-XWWTN,Male,No,No,Yes,3,Yes,Yes,No,,,,,,,Two year,Yes,Mailed check,26.399999618530273,121.25,No,40.416666666666664,0.21773195561674452
1937-OTUKY,Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),98.19999694824219,7015.89990234375,No,97.44305419921875,0.013996778505268759
1573-LGXBA,Male,No,Yes,Yes,57,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),97.55000305175781,5598.0,No,98.21052631578948,0.017425866926001753
1764-VUUMT,Male,No,No,Yes,66,Yes,No,No,,,,,,,Two year,No,Credit card (automatic),19.950000762939453,1269.0999755859375,No,19.22878750887784,0.015719802337659513
5073-WXOYN,Female,No,No,No,60,No,,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.79999923706055,3027.39990234375,Yes,50.4566650390625,0.016780075601420297
4713-ZBURT,Male,No,No,Yes,45,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),99.69999694824219,4634.35009765625,No,102.98555772569445,0.021513263963088135
3050-GBUSH,Female,No,No,No,3,No,,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),34.79999923706055,113.94999694824219,No,37.98333231608073,0.3053971054765998
0207-MDKNV,Female,No,No,No,15,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,105.0999984741211,1582.75,Yes,105.51666666666667,0.06640341081922041
7876-AEHIG,Female,No,No,Yes,51,No,,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),60.150001525878906,3077.0,No,60.333333333333336,0.01954826178936591
7945-HLKEA,Female,No,No,No,60,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,64.75,4039.5,No,67.325,0.0160292115360812
9342-VNIMQ,Male,No,No,No,33,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),54.650001525878906,1665.199951171875,No,50.46060458096591,0.03281888249361242
9851-KIELU,Male,No,No,No,10,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.0999984741211,1043.300048828125,Yes,104.3300048828125,0.10553052173033987
3523-BRGUW,Male,Yes,No,No,26,Yes,No,No,,,,,,,One year,No,Credit card (automatic),19.299999237060547,504.20001220703125,No,19.392308161808895,0.03827845848828681
3908-BLSYF,Female,No,No,No,6,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,83.9000015258789,497.54998779296875,Yes,82.9249979654948,0.1686262759206213
3199-NPKCN,Female,No,Yes,No,67,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.25,7511.64990234375,No,112.11417764692165,0.014810328149783484
5170-PTRKA,Female,No,Yes,Yes,49,No,,DSL,Yes,No,No,Yes,No,No,One year,Yes,Credit card (automatic),35.79999923706055,1782.0,No,36.36734693877551,0.020089786328316806
4661-NJEUX,Male,No,No,No,1,Yes,No,No,,,,,,,Month-to-month,Yes,Mailed check,20.049999237060547,20.049999237060547,No,20.049999237060547,1.0
2123-AGEEN,Female,Yes,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,84.3499984741211,609.6500244140625,No,87.09286063058036,0.1383580662613608
1258-YMZNM,Female,Yes,No,No,27,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),110.5,2857.60009765625,No,105.83704065393519,0.03866881166844515
0048-LUMLS,Male,No,Yes,Yes,37,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),91.19999694824219,3247.550048828125,No,87.77162294130068,0.02808270714138851
7549-MYGPK,Female,No,Yes,Yes,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,100.55000305175781,6215.35009765625,Yes,98.65635075644842,0.016177689345234836
5898-IGSLP,Male,No,Yes,Yes,31,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,89.30000305175781,2823.0,No,91.06451612903226,0.03163301560459009
3804-RVTGV,Male,No,Yes,Yes,50,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.8499984741211,5017.89990234375,Yes,100.357998046875,0.02069590874573147
6259-WJQLC,Male,Yes,No,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),81.0999984741211,2619.25,No,81.8515625,0.03096306136265003
9227-LUNBG,Female,No,No,No,1,No,,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.600000381469727,24.600000381469727,Yes,24.600000381469727,1.0
7997-EASSD,Female,No,Yes,No,63,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),81.19999694824219,4965.10009765625,No,78.81111266121032,0.01635415104452219
0730-KOAVE,Male,No,No,No,30,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.30000305175781,2679.699951171875,No,89.32333170572916,0.0351905081800367
8975-SKGRX,Male,No,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.0999984741211,8310.5498046875,No,117.04999724911971,0.013970194656511873
0678-RLHVP,Female,No,No,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,105.55000305175781,5682.25,No,107.2122641509434,0.01857538880756
4315-MURBD,Female,No,No,No,12,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.9000015258789,1120.949951171875,Yes,93.41249593098958,0.08822873975995614
2267-FPIMA,Male,No,Yes,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.4000015258789,4914.89990234375,No,98.297998046875,0.019206902154988492
1051-GEJLJ,Female,No,No,No,2,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,19.5,27.549999237060547,No,13.774999618530273,0.707804012341619
9734-YWGEX,Female,No,No,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),98.30000305175781,923.5,Yes,102.61111111111111,0.10644288365106423
2719-BDAQO,Male,No,No,No,17,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,93.8499984741211,1625.6500244140625,Yes,95.62647202435662,0.05773075204667604
5285-MVEHD,Female,No,Yes,No,56,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),105.5999984741211,6068.64990234375,No,108.36874825613839,0.017400904677881933
0379-DJQHR,Male,No,Yes,Yes,67,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),81.3499984741211,5398.60009765625,No,80.57612086054104,0.015068720965169917
0781-LKXBR,Male,Yes,No,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.5,918.5999755859375,Yes,102.06666395399306,0.10940562015135603
5543-QDCRY,Male,No,No,No,4,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,56.400001525878906,234.85000610351562,No,58.712501525878906,0.2401532895895233
0297-RBCSG,Male,No,No,No,19,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),65.3499984741211,1231.8499755859375,No,64.83420924136513,0.0530502900266219
4694-PHWFW,Female,No,No,Yes,8,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,19.950000762939453,170.89999389648438,No,21.362499237060547,0.11673494134249848
0835-JKADZ,Female,No,No,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,111.25,7984.14990234375,No,112.4528155259683,0.013933856623526385
1907-UBQFC,Male,Yes,No,No,10,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,72.8499984741211,688.6500244140625,Yes,68.86500244140625,0.10578667812595444
7508-SMHXL,Female,Yes,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),89.0,1288.300048828125,No,85.886669921875,0.06908328543568477
3865-YIOTT,Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.0999984741211,7848.5,No,109.00694444444444,0.013518506526612867
5993-BQHEA,Male,No,No,No,12,Yes,No,No,,,,,,,One year,No,Credit card (automatic),20.049999237060547,267.0,No,22.25,0.07509363010135037
6024-RUGGH,Male,No,Yes,Yes,72,Yes,Yes,No,,,,,,,Two year,Yes,Bank transfer (automatic),25.200000762939453,1798.9000244140625,No,24.984722561306423,0.01400856102114268
6513-EECDB,Male,Yes,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.55000305175781,73.55000305175781,Yes,73.55000305175781,1.0
3956-CJUST,Female,Yes,No,No,23,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.4000015258789,1643.550048828125,No,71.45869777513587,0.04587630390668066
4079-WWQQQ,Male,No,No,No,72,No,,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),65.55000305175781,4807.4501953125,No,66.7701416015625,0.01363508728923958
6103-BOCOU,Female,No,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.69999694824219,2193.0,No,84.34615384615384,0.0367989042171647
5149-TGWDZ,Female,No,No,No,21,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,104.55000305175781,2239.39990234375,No,106.63809058779762,0.04668661588416435
7471-WNSUF,Male,No,Yes,No,60,Yes,Yes,No,,,,,,,One year,No,Bank transfer (automatic),24.149999618530273,1505.9000244140625,No,25.098333740234374,0.01603692092901513
8942-DBMHZ,Male,No,No,No,12,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,20.450000762939453,255.35000610351562,No,21.27916717529297,0.08008615732967433
4301-VVZKA,Male,No,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.4000015258789,1189.4000244140625,No,74.3375015258789,0.06339330753168887
9199-PWQVC,Female,No,Yes,No,63,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),79.69999694824219,4786.14990234375,No,75.97063337053571,0.016652214948222485
4824-GUCBY,Female,Yes,No,No,22,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,81.69999694824219,1820.9000244140625,No,82.76818292791194,0.044867920178391994
5393-HJZSM,Female,No,Yes,Yes,32,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),76.30000305175781,2404.14990234375,No,75.12968444824219,0.03173679102845239
7074-IEVOJ,Female,Yes,No,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.4000015258789,205.0500030517578,Yes,68.35000101725261,0.387222630305629
9625-QSTYE,Female,No,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.1500015258789,952.2999877929688,Yes,73.25384521484375,0.08521474594780844
0862-PRCBS,Female,No,Yes,Yes,68,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),103.75,7039.4501953125,No,103.5213264016544,0.014738366935117474
8812-ZRHFP,Female,No,Yes,Yes,30,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Electronic check,86.44999694824219,2538.050048828125,No,84.60166829427084,0.034061580853442235
5146-CBVOE,Female,No,No,No,16,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.0999984741211,1212.8499755859375,No,75.8031234741211,0.06192027042572985
0454-OKRCT,Male,No,No,No,33,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),80.5999984741211,2651.10009765625,No,80.33636659564394,0.030402472749096455
5787-KXGIY,Male,No,Yes,No,72,Yes,No,No,,,,,,,Two year,No,Credit card (automatic),19.299999237060547,1304.800048828125,No,18.122222900390625,0.014791537794924502
4750-ZRXIU,Female,Yes,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.5999984741211,360.1000061035156,Yes,90.0250015258789,0.23493473213050065
4198-VFOEA,Female,No,No,No,12,No,,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,33.599998474121094,435.45001220703125,No,36.2875010172526,0.0771615513427664
6630-UJZMY,Female,Yes,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.25,308.04998779296875,No,77.01249694824219,0.270248347018114
5709-LVOEQ,Female,No,Yes,Yes,1,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,80.8499984741211,,No,,
6400-BWQKW,Female,No,No,No,6,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.05000305175781,434.5,Yes,72.41666666666667,0.18193326364040924
